question,target,answer,is_tenten,author,,date
có bao nhiêu gói dịch vụ đang được tenten cung cấp,cac_goi_dich_vu_hien_co_cua_tenten,"TenTen cung cấp các dịch vụ: Tên miền, Share Hosting, Cloud VPS, Email server, SSL ... ",,Minhth,,11/12/2018
các loại dịch vụ của tenten,cac_goi_dich_vu_hien_co_cua_tenten,"TenTen cung cấp các dịch vụ: Tên miền, Share Hosting, Cloud VPS, Email server, SSL ... ",,Minhth,,11/12/2018
gói dịch vụ tenten,cac_goi_dich_vu_hien_co_cua_tenten,"TenTen cung cấp các dịch vụ: Tên miền, Share Hosting, Cloud VPS, Email server, SSL ... ",,Minhth,,11/12/2018
Bên tenten có những loại dịch vụ nào thế?,cac_goi_dich_vu_hien_co_cua_tenten,"TenTen cung cấp các dịch vụ: Tên miền, Share Hosting, Cloud VPS, Email server, SSL ... ",,Minhth,,11/12/2018
cung cấp cho mình gói dịch vụ của tenten,cac_goi_dich_vu_hien_co_cua_tenten,"TenTen cung cấp các dịch vụ: Tên miền, Share Hosting, Cloud VPS, Email server, SSL ... ",,Minhth,,11/12/2018
có giới hạn cổng khi dùng thử không bạn,cac_han_che_nao_trong_thoi_gian_su_dung_thu,"【 Băng thông truyền dữ liệu 】\nDownload（trong ra ngoài）1Mbps\n【Giớ hạn cổng】\n25cổng（trong ra ngoài）\n※Sau khi xác nhận được quý khách đã chuyển tiền chúng tôi sẽ gỡ bỏ giới hạn.\nKhách hàng có ý định chuyển sang dùng gói mất phí xin vui lòng liên lạc với\nchúng tôi.\nhttps://tenten.vn/Registration/contact\n\n<a href=""https://tenten.vn/faq/78-cac-han-che-nao-trong-thoi-gian-su-dung-thu"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/78-cac-han-che-nao-trong-thoi-gian-su-dung-thu</a>",,Tunghv,,11/12/2018
thông tin thêm về giới hạnh cổng trong quá trình dùng thử không,cac_han_che_nao_trong_thoi_gian_su_dung_thu,"【 Băng thông truyền dữ liệu 】\nDownload（trong ra ngoài）1Mbps\n【Giớ hạn cổng】\n25cổng（trong ra ngoài）\n※Sau khi xác nhận được quý khách đã chuyển tiền chúng tôi sẽ gỡ bỏ giới hạn.\nKhách hàng có ý định chuyển sang dùng gói mất phí xin vui lòng liên lạc với\nchúng tôi.\nhttps://tenten.vn/Registration/contact\n\n<a href=""https://tenten.vn/faq/78-cac-han-che-nao-trong-thoi-gian-su-dung-thu"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/78-cac-han-che-nao-trong-thoi-gian-su-dung-thu</a>",,Tunghv,,11/12/2018
tôi có thể dùng 30 cổng trong quá trình dùng thử không,cac_han_che_nao_trong_thoi_gian_su_dung_thu,"【 Băng thông truyền dữ liệu 】\nDownload（trong ra ngoài）1Mbps\n【Giớ hạn cổng】\n25cổng（trong ra ngoài）\n※Sau khi xác nhận được quý khách đã chuyển tiền chúng tôi sẽ gỡ bỏ giới hạn.\nKhách hàng có ý định chuyển sang dùng gói mất phí xin vui lòng liên lạc với\nchúng tôi.\nhttps://tenten.vn/Registration/contact\n\n<a href=""https://tenten.vn/faq/78-cac-han-che-nao-trong-thoi-gian-su-dung-thu"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/78-cac-han-che-nao-trong-thoi-gian-su-dung-thu</a>",,Tunghv,,11/12/2018
có lưu ý nào về số cổng trong quá trình dùng thử không bạn,cac_han_che_nao_trong_thoi_gian_su_dung_thu,"【 Băng thông truyền dữ liệu 】\nDownload（trong ra ngoài）1Mbps\n【Giớ hạn cổng】\n25cổng（trong ra ngoài）\n※Sau khi xác nhận được quý khách đã chuyển tiền chúng tôi sẽ gỡ bỏ giới hạn.\nKhách hàng có ý định chuyển sang dùng gói mất phí xin vui lòng liên lạc với\nchúng tôi.\nhttps://tenten.vn/Registration/contact\n\n<a href=""https://tenten.vn/faq/78-cac-han-che-nao-trong-thoi-gian-su-dung-thu"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/78-cac-han-che-nao-trong-thoi-gian-su-dung-thu</a>",,Tunghv,,11/12/2018
Các hạn chế số cổng trong thời gian sử dụng thử,cac_han_che_nao_trong_thoi_gian_su_dung_thu,"【 Băng thông truyền dữ liệu 】\nDownload（trong ra ngoài）1Mbps\n【Giớ hạn cổng】\n25cổng（trong ra ngoài）\n※Sau khi xác nhận được quý khách đã chuyển tiền chúng tôi sẽ gỡ bỏ giới hạn.\nKhách hàng có ý định chuyển sang dùng gói mất phí xin vui lòng liên lạc với\nchúng tôi.\nhttps://tenten.vn/Registration/contact\n\n<a href=""https://tenten.vn/faq/78-cac-han-che-nao-trong-thoi-gian-su-dung-thu"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/78-cac-han-che-nao-trong-thoi-gian-su-dung-thu</a>",1,Tunghv,,11/12/2018
tôi muốn thanh quán qua các ngân hàng khác thì sao?,cac_ngan_hang_khac,\nQuý khách vui lòng chuyển tiền thanh toán tới một trong các tài khoản sau:\n \n Chủ tài khoản : CÔNG TY CỔ PHẦN GMO-Z.com RUNSYSTEM\n + Số tài khoản tại Ngân hàng Vietcombank - Sở giao dịch: 0011004049424\n + Số tài khoản tại Ngân hàng Đông Á - Phòng giao dịch Kim Liên: 008926260001\n + Số tài khoản tại Ngân hàng Agribank - Chi nhánh Thanh Xuân: 1505201039234\n + Số tài khoản tại Ngân hàng Techcombank - CN THĂNG LONG: 19022397051018\n + Số tài khoản tại Ngân hàng Vietinbank - Chi nhánh Thanh Xuân: 119000086840\n + Số tài khoản tại Ngân hàng ACB - PGD Nam Hà Nội - CN Thăng Long: 187884909\n + Số tài khoản tại Ngân hàng BIDV - Chi nhánh Cầu Giấy: 21510000948415\n \n Nội dung quý khách ghi: Đk mới tên miền cần mua\n,1,MinhTH,câu hỏi gốc có vấn đề,10/12/2018
Công ty tài khoản ngân hàng khác ngoài Vietcombank ko?,cac_ngan_hang_khac,\nQuý khách vui lòng chuyển tiền thanh toán tới một trong các tài khoản sau:\n \n Chủ tài khoản : CÔNG TY CỔ PHẦN GMO-Z.com RUNSYSTEM\n + Số tài khoản tại Ngân hàng Vietcombank - Sở giao dịch: 0011004049424\n + Số tài khoản tại Ngân hàng Đông Á - Phòng giao dịch Kim Liên: 008926260001\n + Số tài khoản tại Ngân hàng Agribank - Chi nhánh Thanh Xuân: 1505201039234\n + Số tài khoản tại Ngân hàng Techcombank - CN THĂNG LONG: 19022397051018\n + Số tài khoản tại Ngân hàng Vietinbank - Chi nhánh Thanh Xuân: 119000086840\n + Số tài khoản tại Ngân hàng ACB - PGD Nam Hà Nội - CN Thăng Long: 187884909\n + Số tài khoản tại Ngân hàng BIDV - Chi nhánh Cầu Giấy: 21510000948415\n \n Nội dung quý khách ghi: Đk mới tên miền cần mua\n,,MinhTH,,10/12/2018
Tôi có tài khoản ngân hàng khác thì có thanh toán được không?,cac_ngan_hang_khac,\nQuý khách vui lòng chuyển tiền thanh toán tới một trong các tài khoản sau:\n \n Chủ tài khoản : CÔNG TY CỔ PHẦN GMO-Z.com RUNSYSTEM\n + Số tài khoản tại Ngân hàng Vietcombank - Sở giao dịch: 0011004049424\n + Số tài khoản tại Ngân hàng Đông Á - Phòng giao dịch Kim Liên: 008926260001\n + Số tài khoản tại Ngân hàng Agribank - Chi nhánh Thanh Xuân: 1505201039234\n + Số tài khoản tại Ngân hàng Techcombank - CN THĂNG LONG: 19022397051018\n + Số tài khoản tại Ngân hàng Vietinbank - Chi nhánh Thanh Xuân: 119000086840\n + Số tài khoản tại Ngân hàng ACB - PGD Nam Hà Nội - CN Thăng Long: 187884909\n + Số tài khoản tại Ngân hàng BIDV - Chi nhánh Cầu Giấy: 21510000948415\n \n Nội dung quý khách ghi: Đk mới tên miền cần mua\n,,Minhth,,10/12/2018
các tài khoản ngân hàng khác có thể thanh toán là gì,cac_ngan_hang_khac,\nQuý khách vui lòng chuyển tiền thanh toán tới một trong các tài khoản sau:\n \n Chủ tài khoản : CÔNG TY CỔ PHẦN GMO-Z.com RUNSYSTEM\n + Số tài khoản tại Ngân hàng Vietcombank - Sở giao dịch: 0011004049424\n + Số tài khoản tại Ngân hàng Đông Á - Phòng giao dịch Kim Liên: 008926260001\n + Số tài khoản tại Ngân hàng Agribank - Chi nhánh Thanh Xuân: 1505201039234\n + Số tài khoản tại Ngân hàng Techcombank - CN THĂNG LONG: 19022397051018\n + Số tài khoản tại Ngân hàng Vietinbank - Chi nhánh Thanh Xuân: 119000086840\n + Số tài khoản tại Ngân hàng ACB - PGD Nam Hà Nội - CN Thăng Long: 187884909\n + Số tài khoản tại Ngân hàng BIDV - Chi nhánh Cầu Giấy: 21510000948415\n \n Nội dung quý khách ghi: Đk mới tên miền cần mua\n,,Manh,,
có thể thanh toán qua những ngân hàng nào,cac_ngan_hang_khac,\nQuý khách vui lòng chuyển tiền thanh toán tới một trong các tài khoản sau:\n \n Chủ tài khoản : CÔNG TY CỔ PHẦN GMO-Z.com RUNSYSTEM\n + Số tài khoản tại Ngân hàng Vietcombank - Sở giao dịch: 0011004049424\n + Số tài khoản tại Ngân hàng Đông Á - Phòng giao dịch Kim Liên: 008926260001\n + Số tài khoản tại Ngân hàng Agribank - Chi nhánh Thanh Xuân: 1505201039234\n + Số tài khoản tại Ngân hàng Techcombank - CN THĂNG LONG: 19022397051018\n + Số tài khoản tại Ngân hàng Vietinbank - Chi nhánh Thanh Xuân: 119000086840\n + Số tài khoản tại Ngân hàng ACB - PGD Nam Hà Nội - CN Thăng Long: 187884909\n + Số tài khoản tại Ngân hàng BIDV - Chi nhánh Cầu Giấy: 21510000948415\n \n Nội dung quý khách ghi: Đk mới tên miền cần mua\n,,Manh,,
tôi có thể thanh toán qua những ngân hàng nào khác,cac_ngan_hang_khac,\nQuý khách vui lòng chuyển tiền thanh toán tới một trong các tài khoản sau:\n \n Chủ tài khoản : CÔNG TY CỔ PHẦN GMO-Z.com RUNSYSTEM\n + Số tài khoản tại Ngân hàng Vietcombank - Sở giao dịch: 0011004049424\n + Số tài khoản tại Ngân hàng Đông Á - Phòng giao dịch Kim Liên: 008926260001\n + Số tài khoản tại Ngân hàng Agribank - Chi nhánh Thanh Xuân: 1505201039234\n + Số tài khoản tại Ngân hàng Techcombank - CN THĂNG LONG: 19022397051018\n + Số tài khoản tại Ngân hàng Vietinbank - Chi nhánh Thanh Xuân: 119000086840\n + Số tài khoản tại Ngân hàng ACB - PGD Nam Hà Nội - CN Thăng Long: 187884909\n + Số tài khoản tại Ngân hàng BIDV - Chi nhánh Cầu Giấy: 21510000948415\n \n Nội dung quý khách ghi: Đk mới tên miền cần mua\n,,Manh,,
các ngân hàng khác thì tôi có thể thanh toán qua tài khoản nào,cac_ngan_hang_khac,\nQuý khách vui lòng chuyển tiền thanh toán tới một trong các tài khoản sau:\n \n Chủ tài khoản : CÔNG TY CỔ PHẦN GMO-Z.com RUNSYSTEM\n + Số tài khoản tại Ngân hàng Vietcombank - Sở giao dịch: 0011004049424\n + Số tài khoản tại Ngân hàng Đông Á - Phòng giao dịch Kim Liên: 008926260001\n + Số tài khoản tại Ngân hàng Agribank - Chi nhánh Thanh Xuân: 1505201039234\n + Số tài khoản tại Ngân hàng Techcombank - CN THĂNG LONG: 19022397051018\n + Số tài khoản tại Ngân hàng Vietinbank - Chi nhánh Thanh Xuân: 119000086840\n + Số tài khoản tại Ngân hàng ACB - PGD Nam Hà Nội - CN Thăng Long: 187884909\n + Số tài khoản tại Ngân hàng BIDV - Chi nhánh Cầu Giấy: 21510000948415\n \n Nội dung quý khách ghi: Đk mới tên miền cần mua\n,,Manh,,
Cách cài đặt OS ?,cach_cai_dat_os,"Trường hợp quý khách muốn quay lại OS tiêu chuẩn, quý khách co thể quay bằng trang OS tái cài đặt của control panel.\n<a href=""https://tenten.vn/faq/108-cach-cai-dat-os"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/108-cach-cai-dat-os</a>",1,MinhTH,,11/12/2018
trợ giúp cách cài đặt os,cach_cai_dat_os,"Trường hợp quý khách muốn quay lại OS tiêu chuẩn, quý khách co thể quay bằng trang OS tái cài đặt của control panel.\n<a href=""https://tenten.vn/faq/108-cach-cai-dat-os"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/108-cach-cai-dat-os</a>",,MinhTH,,11/13/2018
cần hướng dẫn cài OS,cach_cai_dat_os,"Trường hợp quý khách muốn quay lại OS tiêu chuẩn, quý khách co thể quay bằng trang OS tái cài đặt của control panel.\n<a href=""https://tenten.vn/faq/108-cach-cai-dat-os"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/108-cach-cai-dat-os</a>",,MinhTH,,11/12/2018
có thể hướng dẫn cách cài os ,cach_cai_dat_os,"Trường hợp quý khách muốn quay lại OS tiêu chuẩn, quý khách co thể quay bằng trang OS tái cài đặt của control panel.\n<a href=""https://tenten.vn/faq/108-cach-cai-dat-os"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/108-cach-cai-dat-os</a>",,MinhTH,,11/12/2018
hướng dẫn mình cách cài đặt os với,cach_cai_dat_os,"Trường hợp quý khách muốn quay lại OS tiêu chuẩn, quý khách co thể quay bằng trang OS tái cài đặt của control panel.\n<a href=""https://tenten.vn/faq/108-cach-cai-dat-os"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/108-cach-cai-dat-os</a>",,MinhTH,,11/13/2018
cài os như thế nào vậy?,cach_cai_dat_os,"Trường hợp quý khách muốn quay lại OS tiêu chuẩn, quý khách co thể quay bằng trang OS tái cài đặt của control panel.\n<a href=""https://tenten.vn/faq/108-cach-cai-dat-os"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/108-cach-cai-dat-os</a>",,MinhTH,,11/12/2018
Cách xác định IP address của server ?,cach_xac_dinh_ip_address_cua_server,"Có thể xác nhận được từ Control panel.\n\n<a href=""https://tenten.vn/faq/106-cach-xac-dinh-ip-address-cua-server"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/106-cach-xac-dinh-ip-address-cua-server</a>",1,MinhTH,,11/12/2018
Ip address server,cach_xac_dinh_ip_address_cua_server,"Có thể xác nhận được từ Control panel.\n\n<a href=""https://tenten.vn/faq/106-cach-xac-dinh-ip-address-cua-server"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/106-cach-xac-dinh-ip-address-cua-server</a>",,MinhTH,,11/12/2018
tìm ip address của server,cach_xac_dinh_ip_address_cua_server,"Có thể xác nhận được từ Control panel.\n\n<a href=""https://tenten.vn/faq/106-cach-xac-dinh-ip-address-cua-server"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/106-cach-xac-dinh-ip-address-cua-server</a>",,MinhTH,,
server ip address,cach_xac_dinh_ip_address_cua_server,"Có thể xác nhận được từ Control panel.\n\n<a href=""https://tenten.vn/faq/106-cach-xac-dinh-ip-address-cua-server"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/106-cach-xac-dinh-ip-address-cua-server</a>",,MinhTH,,11/12/2018
cài đặt các ứng dụng,cai_dat_cac_ung_dung,"Chúng tôi không cung cấp dịch vụ cài đặt giúp các ứng dụng, mong quý khách hiểu và lượng thứ.\nVì chúng tôi chuyển quyền hạn root cho quý khách nên quý khách có thể tự do cài đặt các ứng dụng tuy ý.\n\n<a href=""https://tenten.vn/faq/122-cai-dat-cac-ung-dung"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/122-cai-dat-cac-ung-dung</a>",1,MinhTH,,11/12/2018
hỗ trợ cài ứng dụng,cai_dat_cac_ung_dung,"Chúng tôi không cung cấp dịch vụ cài đặt giúp các ứng dụng, mong quý khách hiểu và lượng thứ.\nVì chúng tôi chuyển quyền hạn root cho quý khách nên quý khách có thể tự do cài đặt các ứng dụng tuy ý.\n\n<a href=""https://tenten.vn/faq/122-cai-dat-cac-ung-dung"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/122-cai-dat-cac-ung-dung</a>",,MinhTH,,11/12/2018
"mình cần hỗ trợ cài ứng dụng, các bạn hỗ trợ mình với",cai_dat_cac_ung_dung,"Chúng tôi không cung cấp dịch vụ cài đặt giúp các ứng dụng, mong quý khách hiểu và lượng thứ.\nVì chúng tôi chuyển quyền hạn root cho quý khách nên quý khách có thể tự do cài đặt các ứng dụng tuy ý.\n\n<a href=""https://tenten.vn/faq/122-cai-dat-cac-ung-dung"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/122-cai-dat-cac-ung-dung</a>",,MinhTH,,11/12/2018
cài thêm ứng dụng như thế nào nhỉ,cai_dat_cac_ung_dung,"Chúng tôi không cung cấp dịch vụ cài đặt giúp các ứng dụng, mong quý khách hiểu và lượng thứ.\nVì chúng tôi chuyển quyền hạn root cho quý khách nên quý khách có thể tự do cài đặt các ứng dụng tuy ý.\n\n<a href=""https://tenten.vn/faq/122-cai-dat-cac-ung-dung"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/122-cai-dat-cac-ung-dung</a>",,MinhTH,,11/13/2018
có hỗ trợ thiết lập email trên outlook trực tiếp không bạn,cai_dat_email_tren_outlook_express_va_microsoft_outlook_nhu_the_nao,"TENTEN xin hướng dẫn Quý khách thiết lập mail trên Outlook như sau:\nThông số chung:\n+ Incoming mail: pop.domain  \n+ Outgoing mail: smtp.domain\n+ POP3: 110\n+ SMTP: 25\n1/ Hướng dẫn cài đặt email trên Outlook Express:\nOutlook Express là ứng dụng được tích hợp sẵn trong Microsoft Windows. Vì vậy, nếu dùng Hệ điều hành Windows thì Quý khách có thể mở chương trình Outlook Express bằng cách...\n<a href=""https://tenten.vn/faq/45-cai-dat-email-tren-outlook-express-va-microsoft-outlook-nhu-the-nao"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/45-cai-dat-email-tren-outlook-express-va-microsoft-outlook-nhu-the-nao</a>",,Tunghv,,11/12/2018
bạn có thế hướng dẫn mình cách thiết lập email trên outlook,cai_dat_email_tren_outlook_express_va_microsoft_outlook_nhu_the_nao,"TENTEN xin hướng dẫn Quý khách thiết lập mail trên Outlook như sau:\nThông số chung:\n+ Incoming mail: pop.domain  \n+ Outgoing mail: smtp.domain\n+ POP3: 110\n+ SMTP: 25\n1/ Hướng dẫn cài đặt email trên Outlook Express:\nOutlook Express là ứng dụng được tích hợp sẵn trong Microsoft Windows. Vì vậy, nếu dùng Hệ điều hành Windows thì Quý khách có thể mở chương trình Outlook Express bằng cách...\n<a href=""https://tenten.vn/faq/45-cai-dat-email-tren-outlook-express-va-microsoft-outlook-nhu-the-nao"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/45-cai-dat-email-tren-outlook-express-va-microsoft-outlook-nhu-the-nao</a>",,Tunghv,,11/12/2018
